participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.finished,participant.Trad_strict,participant.ES_strict,participant.switch_order,participant.confirm,participant.start_time,participant.end_time,participant.treatment,participant.WTP_same,participant.choices_orders,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.development,session.config.real_world_currency_per_point,session.config.participation_fee,session.config.name,session.prolific_completion_url,welfare.1.player.id_in_group,welfare.1.player.role,welfare.1.player.payoff,welfare.1.player.browser,welfare.1.player.confirm,welfare.1.player.ES_wtp,welfare.1.player.Trad_wtp,welfare.1.player.ES_learn,welfare.1.player.Trad_learn,welfare.1.player.ES_wtp2,welfare.1.player.Trad_wtp2,welfare.1.player.ES_learn2,welfare.1.player.Trad_learn2,welfare.1.player.ES_wtp3,welfare.1.player.Trad_wtp3,welfare.1.player.ES_learn3,welfare.1.player.Trad_learn3,welfare.1.player.MPLWhy,welfare.1.player.experience,welfare.1.player.experienceWhy,welfare.1.player.arkansas,welfare.1.player.arkansasWhy,welfare.1.player.warhol,welfare.1.player.warholWhy,welfare.1.player.cq1,welfare.1.player.cq2,welfare.1.player.cq3,welfare.1.player.cq4,welfare.1.player.cq5,welfare.1.player.cq6_treatments,welfare.1.player.cq6_ambiguous,welfare.1.player.feedback,welfare.1.player.feedbackDifficulty,welfare.1.player.feedbackUnderstanding,welfare.1.player.feedbackSatisfied,welfare.1.player.feedbackPay,welfare.1.player.cq1_mistakes,welfare.1.player.cq2_mistakes,welfare.1.player.cq3_mistakes,welfare.1.player.cq4_mistakes,welfare.1.player.cq5_mistakes,welfare.1.player.cq6_ambiguous_mistakes,welfare.1.player.cq6_treatments_mistakes,welfare.1.player.ES_learn_mistakes,welfare.1.player.Trad_learn_mistakes,welfare.1.player.ES_learn2_mistakes,welfare.1.player.Trad_learn2_mistakes,welfare.1.player.ES_learn3_mistakes,welfare.1.player.Trad_learn3_mistakes,welfare.1.player.timeSubmitted_PostCQs,welfare.1.player.timeSubmitted_Cases,welfare.1.player.timeSubmitted_Cases2,welfare.1.player.timeSubmitted_Cases3Explain,welfare.1.player.timeSubmitted_Cases3,welfare.1.player.timeSubmitted_ReviewStatements,welfare.1.player.timeSubmitted_PostMPL,welfare.1.group.id_in_subsession,welfare.1.subsession.round_number,welfare.2.player.id_in_group,welfare.2.player.role,welfare.2.player.payoff,welfare.2.player.browser,welfare.2.player.confirm,welfare.2.player.ES_wtp,welfare.2.player.Trad_wtp,welfare.2.player.ES_learn,welfare.2.player.Trad_learn,welfare.2.player.ES_wtp2,welfare.2.player.Trad_wtp2,welfare.2.player.ES_learn2,welfare.2.player.Trad_learn2,welfare.2.player.ES_wtp3,welfare.2.player.Trad_wtp3,welfare.2.player.ES_learn3,welfare.2.player.Trad_learn3,welfare.2.player.MPLWhy,welfare.2.player.experience,welfare.2.player.experienceWhy,welfare.2.player.arkansas,welfare.2.player.arkansasWhy,welfare.2.player.warhol,welfare.2.player.warholWhy,welfare.2.player.cq1,welfare.2.player.cq2,welfare.2.player.cq3,welfare.2.player.cq4,welfare.2.player.cq5,welfare.2.player.cq6_treatments,welfare.2.player.cq6_ambiguous,welfare.2.player.feedback,welfare.2.player.feedbackDifficulty,welfare.2.player.feedbackUnderstanding,welfare.2.player.feedbackSatisfied,welfare.2.player.feedbackPay,welfare.2.player.cq1_mistakes,welfare.2.player.cq2_mistakes,welfare.2.player.cq3_mistakes,welfare.2.player.cq4_mistakes,welfare.2.player.cq5_mistakes,welfare.2.player.cq6_ambiguous_mistakes,welfare.2.player.cq6_treatments_mistakes,welfare.2.player.ES_learn_mistakes,welfare.2.player.Trad_learn_mistakes,welfare.2.player.ES_learn2_mistakes,welfare.2.player.Trad_learn2_mistakes,welfare.2.player.ES_learn3_mistakes,welfare.2.player.Trad_learn3_mistakes,welfare.2.player.timeSubmitted_PostCQs,welfare.2.player.timeSubmitted_Cases,welfare.2.player.timeSubmitted_Cases2,welfare.2.player.timeSubmitted_Cases3Explain,welfare.2.player.timeSubmitted_Cases3,welfare.2.player.timeSubmitted_ReviewStatements,welfare.2.player.timeSubmitted_PostMPL,welfare.2.group.id_in_subsession,welfare.2.subsession.round_number
520,vlf193m4,63d16610ac1b48e12d968e2d,0,36,36,welfare,Finished,2023-08-23 14:43:30.107466,1,,,0.0,1,true,true,0,1,1692801810.2148724,1692802560.5244389,middle,1,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,520,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[""right:8""],""cutoff"":""left:7""}","{""history"":[],""cutoff"":""left:7""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692801972.5624287,1692802001.3749478,1692802022.7002125,1692802042.6492023,1692802101.4719563,1692802111.7267656,,1,1,520,,0.0,,,,,,,,,,,,,,,I feel like it doesn't matter if he finds out if it's fake or not. I tried to answer based on how much he would have paid for the signatures of the real authors. ,0,I would go in the machine if I was aware that I was in the machine. I think authenticity is important to me.,1,"It helps him be better off because he likes helping people, and if humans help each other out, life gets easier for everyone.",1,"This is a really tough question to answer, but I feel like even if nobody else is able to tell - there is some value in having the original because of the intent behind it. ",,,,,,,,This was one of the smoothest studies I've taken on here. I really appreciate how clear everything was and how easy it was so select options. ,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802196.8091364,1,2
521,q1wnxo43,55bce852fdf99b268358f83b,0,36,36,welfare,Finished,2023-08-23 14:43:33.004069,1,,,0.0,1,false,true,0,1,1692801813.0666916,1692802599.2100165,low,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,521,,0.0,Chrome 116,1,1,2,2,1,1,2,2,1,"{""history"":[""left:6""],""cutoff"":""left:7""}",NA,2,,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802024.761344,1692802076.125064,1692802119.7950335,1692802144.48416,1692802167.9007618,1692802190.579541,,1,1,521,,0.0,,,,,,,,,,,,,,,"In case 1, Alex is expecting with a 75% chance that he will get fake notes, however, I felt that it would be more rewarding and surprising for him to get the real notes. In case 2, Alex would be told what books he got anyway, so I figured he could deal with the fake notes, as there would be no element of surprise.",0,"While I would believe it were a real experience, it really wasn't, and I feel that it wouldn't truly be an authentic memory or experience that I could share with others.",1,"It would make John better off because he is an authentic person who cares about helping others. Despite not knowing about the flooding event, having that sort of mentality is really important and charitable of him, and therefore could really be helping others as he would intentionally do anyway.",1,"While the person doesn't know it's the original one, the fact that it really is actually the original one is a prime piece of work that is authentically Andy Warhol's drawing.",,,,,,,,,10,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802284.5802975,1,2
522,40ne1bg6,5981b8259c83ca00012bddcb,0,36,36,welfare,Finished,2023-08-23 14:43:33.405598,1,,,0.0,1,true,true,1,1,1692801813.5131667,1692802978.6521254,low,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,522,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""left:9""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802167.870289,1692802222.1335075,1692802262.0621288,1692802305.5460544,1692802425.3798456,1692802456.8756106,,1,1,522,,0.0,,,,,,,,,,,,,,,"In case 1, I would rather Alex receive at least $100 if he learns that he will receive fake notes. For case 2, since Alex can safely assume that is a high likelihood that he will receive fake notes, I would rather him have the chance to receive $200 alongside those fake notes.",0,"I would not go into the experience machine because whenever I decide to plug out of it, I feel like this will have a negative effect on me since it was only a simulated reality/experience.",0,"I think that for this case, it makes John worst off because he is being taxed on, presumably, a natural event.",1,"The person is better off getting the original simply because it is the original. Also, if it is worth $20K but that person bought it for only $250, then that is a steal, no pun intended.",,,,,,,,,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802572.8628993,1,2
523,1ifn3brq,60fc6011bfe18980db6aec78,0,36,36,welfare,Finished,2023-08-23 14:43:33.726219,1,,,0.0,1,true,false,0,1,1692801813.7999098,1692802752.2625275,low,0,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,523,,0.0,Chrome 115,1,3,1,2,1,,1,,1,NA,"{""history"":[],""cutoff"":""right:11""}",,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802071.7556753,1692802131.370143,1692802166.9403315,1692802196.0559754,1692802218.2175667,1692802255.8249726,,1,1,523,,0.0,,,,,,,,,,,,,,,"For case 1, if he doesn't know whether or note the notes are original or not, and it is most likely that he is going to get fake notes, I think he will assume that they are fake no matter what. So it doesn't really make a difference if he gets the original notes. In case two, he will know for sure that the notes are original and I think that would be valuable to him. I think he would prefer to have that than to have a little cash plus fake notes",1,"I think it would be a safe way to experience something exciting. Even if it is not really happening, the experience would be real in every other way.",0,This would probably come as a surprise to John and he would not understand why he is paying more money if he doesn't know about the relief effort,0,They would have no way of knowing if they had the original one so they would be equal to everyone else who got one.,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802410.437413,1,2
524,s3txhph3,62730c9848db9da9ff3bf670,0,36,36,welfare,Finished,2023-08-23 14:43:35.131628,1,,,0.0,1,,,1,1,1692801815.1855924,1692802543.798628,high,1,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,524,,0.0,Chrome 116,1,1,1,2,1,2,2,2,1,,,,,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802205.1760223,1692802250.649806,1692802275.4991574,,,1692802304.4867985,,1,1,524,,0.0,,,,,,,,,,,,,,,I don't think it is very important for Alex. It is given that the fake versions of the handwritten notes are indistinguishable from the original ones anyway.,0,I don't need this,1,The intangible benefits of helping others exceed the $100 costs.,0,it is given that the original drawing and the copies are indistinguishable,,,,,,,,,10,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802355.45822,1,2
525,jj7ggruf,631f3e52174dc4e4047bbdce,0,36,36,welfare,Finished,2023-08-23 14:43:36.513711,1,,,0.0,1,true,true,1,1,1692801816.5908573,1692802659.3548665,low,1,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,525,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1692802103.4861798,1692802167.1771054,1692802195.6663923,1692802206.183946,1692802246.4458196,1692802260.4534578,,1,1,525,,0.0,,,,,,,,,,,,,,,"Alex loves economics, and I want him to have the book with the original notes. I think having the original notes is worth more to him than $200.",0,No. Because I'd rather my life include the desires of others as well.,0,"They took John's money, which could have gone to himself, his own community, or his own family. John's life would be better if he had $100.",0,"Worse. Because now the person has a possession they must maintain, but there's no clear value to it.",,,,,,,,The instructions were a little too long but also not unclear.,6,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802320.1975596,1,2
526,iacryc4q,603470186bba1c26a354c27e,0,36,36,welfare,Finished,2023-08-23 14:43:37.339692,1,,,0.0,1,true,true,0,1,1692801817.525458,1692804051.227276,middle,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,526,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:0""}","{""history"":[""left:11"",""left:10"",""left:9""],""cutoff"":""left:8""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802290.3619025,1692802311.65218,1692802351.6748002,1692802366.2870896,1692802413.3898351,1692802420.4136157,,1,1,526,,0.0,,,,,,,,,,,,,,,"I gave the same response up until money was involved -- I want Alex to have the true notes in either scenario. With the money involved, I preferred that Alex receive money instead of false notes if he couldn't know if the notes were real or not, but I preferred that he receive the true notes if he could know whether they were real, as I feel they would be very meaningful for him.",1,"This is a dream for so many people, I can't imagine anyone turning it down. You could live absolutely anything you've ever dreamed of that could be realistically experienced in real life -- whether or not it was actually real is somewhat insignificant, you still got the authentic experience with all senses intact. I am assuming that there would be some degree of objectivity, however -- the experience would feel truly and thoroughly authentic, but you would know when you plugged in and stepped into the machine and then stepped out and unplugged it, thus objectively ending the experience. That knowledge is crucial.",0,"It would, objectively speaking, make John worse off -- he has lost $100, which is $100 less bills he can pay, $100 less food he can buy, $100 less he has set aside for emergencies. Regardless of how eager John is to contribute and how little he minds, he is objectively worse off, and the taxation provides no direct benefit to him to change that.",1,"A person with an original artwork has not only purchased the art itself, but the places and times the artwork has survived through, and the work and physical touch the article placed into creating it. It's the only reason I personally would ever buy an actual artwork vs just printing it off for free to look at.",,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802556.6158574,1,2
527,1pbs6d3o,6446cbddf188e322796199eb,0,36,36,welfare,Finished,2023-08-23 14:43:38.391423,1,,,0.0,1,false,true,1,1,1692801823.4769208,1692802553.195728,high,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,527,,0.0,Chrome 112,1,1,2,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:5""}",NA,2,,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,1,0,1,0,1,1,0,1692802080.284323,1692802118.7357419,1692802148.5488858,1692802156.078083,1692802170.9898953,1692802176.0244696,,1,1,527,,0.0,,,,,,,,,,,,,,,Because of the benefits attached to it ,0,I don't like taking so much risk. I prefer real experience's ,1,The government is using it to help people who are in need so it's a good decision ,1,I think the person is comfortable with the fake one ,,,,,,,,,9,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802200.2158515,1,2
528,y6zb5wdd,647287f051cab7142b9ca9bf,0,36,36,welfare,Finished,2023-08-23 14:43:38.729492,1,,,0.0,1,true,true,0,1,1692801818.7997956,1692803489.5664022,middle,1,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,528,,0.0,Chrome 114,1,1,1,2,1,1,1,2,1,"{""history"":[""left:0"",""left:0""],""cutoff"":""left:11""}","{""history"":[""left:0""],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802136.1688075,1692802180.1535928,1692802206.3754065,1692802233.965769,1692802266.6161494,1692802284.0996072,,1,1,528,,0.0,,,,,,,,,,,,,,,"....because in case 1 when you don't tell Alex, he is aware that he could've gotten the fake even if he got the original. Of course, in case 2 he gets the original and knows for sure. The choice is based on the premise that Alex would want the original over and above the monetary incentive attached to the ones with fake notes!",1,"....according to scientific research in the relevant field, the brain cannot tell the difference between so called physical reality and virtual/ imagined reality and as such the bodily response is the same as if the simulated experience were actually happening. This has profound implications in terms of rewiring the brain and breaking patterns and habits that no longer serve. In light of that I would love to explore the possibilities by playing with such a machine as mentioned above!!!!!",1,.... because it is in line with his altruistic/ philanthropic nature. It may lack the egoic satisfaction that comes w/ knowing one's personal contribution to a cause though.,0,"Raises/ Begs the question: If it weren't for the meaning attached to the original versus fakes that no one can tell apart, is there really any difference in value?!",,,,,,,,Super interesting study... thought provoking! Thanks and all the best!!,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802564.9133613,1,2
529,xll2s1le,63d15e1be853005ff591b935,0,36,36,welfare,Finished,2023-08-23 14:43:40.688267,1,,,0.0,1,true,false,0,1,1692801820.7561214,1692802454.9519012,middle,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,529,,0.0,Chrome 116,1,3,1,2,1,,1,,1,NA,"{""history"":[],""cutoff"":""left:11""}",,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692801981.5070326,1692802027.776787,1692802052.65467,1692802070.508724,1692802093.91306,1692802117.3124683,,1,1,529,,0.0,,,,,,,,,,,,,,,"If he is never going to know what books he got, I don't think it matters what he ended up with then. He could be given the fake ones and noone would ever know. ",1,It would give the oportunity to have experiences that would not be achievable without it.,1,"He wants to help but doesn't have the ability to without the tax, It makes him feel better.",1,The original will always be worth more in this case.,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802191.9524372,1,2
530,4u16k7gs,63d13b586b230d231577a44b,0,36,36,welfare,Finished,2023-08-23 14:43:40.804684,1,,,0.0,1,true,true,0,1,1692801820.8491318,1692802716.3884068,low,0,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,530,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[""left:6""],""cutoff"":""left:5""}","{""history"":[],""cutoff"":""left:6""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802063.664835,1692802145.9071457,1692802171.7820995,1692802208.9013002,1692802255.1845038,1692802287.8852162,,1,1,530,,0.0,,,,,,,,,,,,,,,If he is already going to assume he got the fake ones then he can at least can a addition prize with it. But if we are going to tell him he got the real one then that should be a good enough gift.,0,I think it would be very confusing to reality afterwards. Also you would want to get to experience that again. ,1,John is happy to help others. He would be grateful to help.,0,They are all the same now. If no one ever knows it is the real one they will never get anything for it.,,,,,,,,,10,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802376.368334,1,2
531,so1ulrwj,6487bae360567daae2848c4d,0,1,36,welfare,Welcome,2023-08-23 14:43:41.742763,1,,,0.0,,,,0,,1692801822.336012,,high,,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,531,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,531,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
532,46846m2o,6029b0e17f3b5d944ab183f1,0,36,36,welfare,Finished,2023-08-23 14:43:45.376365,1,,,0.0,1,true,false,0,1,1692801880.493514,1692802858.8164551,high,0,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,532,,0.0,Chrome 116,1,2,1,2,1,2,1,2,1,NA,"{""history"":[],""cutoff"":""left:4""}",,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1692802221.615998,1692802256.6604586,1692802271.8247335,1692802347.4670365,1692802373.079158,1692802377.9415123,,1,1,532,,0.0,,,,,,,,,,,,,,,"I felt like both cases were different, so I respond differently. ",0,I love the life I am living right now. ,1,John will get the financial relief he needs. ,1,"Yes, since this is one of a kind. ",,,,,,,,,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802575.3527389,1,2
533,0oqw2t4c,626976d0dfd20d6832fc92aa,0,36,36,welfare,Finished,2023-08-23 14:43:46.135285,1,,,0.0,1,true,true,1,1,1692801826.191894,1692803091.357498,low,1,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,533,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:9""}","{""history"":[],""cutoff"":""left:8""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802207.176075,1692802274.176968,1692802305.0538213,1692802348.043069,1692802429.5038009,1692802453.3259175,,1,1,533,,0.0,,,,,,,,,,,,,,,"I prefer that Alex receive the books with original notes in both cases, whether they know it or not, unless there is significant money involved as a special surprise.",0,Something about the situation seems unsettling and I would prefer reality to a lie.,0,"John is forced to pay taxes whether he wants to or not, and singling him out seems unfair.",0,They will never know which one they got so getting the original will have no effect on them.,,,,,,,,N/A,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802578.0302987,1,2
534,8gy27t0m,55e5d5fdc70c7a000b2a5bac,0,36,36,welfare,Finished,2023-08-23 14:43:51.469628,1,,,0.0,1,true,true,0,1,1692801831.5440779,1692802758.3734605,middle,0,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,534,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[""right:6""],""cutoff"":""right:5""}","{""history"":[""right:6""],""cutoff"":""left:6""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802154.8808079,1692802239.6502538,1692802265.2973988,1692802280.727733,1692802344.2170799,1692802349.8432002,,1,1,534,,0.0,,,,,,,,,,,,,,,"In the case where Alex might learn that he got fake notes, I felt that a higher amount might better mitigate any Alex's negative feelings about this. Flawed reasoning, justifying deception with money  - but human nonetheless.",1,I/we attempt to escape reality in many many ways. This would be the ultimate opportunity.,0,"It's the government. Any interference and attempt to control, manipulate, tax, redistribute is harmful to every person in the country.",1,Truth is always better. Knowledge of authenticity is not required for actual benefit. ,,,,,,,,,9,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802513.0593977,1,2
535,muexqunq,62162ab583fc823e78c025e2,0,36,36,welfare,Finished,2023-08-23 14:43:54.283928,1,,,0.0,1,true,true,0,1,1692801834.376258,1692802660.7515807,low,1,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,535,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802016.3718987,1692802051.994588,1692802093.6912289,1692802113.4803045,1692802138.6818178,1692802156.6708043,,1,1,535,,0.0,,,,,,,,,,,,,,,"I don't support him receiving fake notes under any conditions. Even if you don't tell him, I will know I participated in possible fraud, and that doesn't work for me. He doesn't deserve to be possibly fooled or purposefully. ",0,I have mulled over experiencing a vacation through virtual reality. In the end I prefer the real experience. I don't want to be deceitful to myself unaware or not. The experience in the machine is not truly authentic.,1,"It is always better to help others. Since this is his mindset as well it will leave him better off, though not financially. Money isn't better than most things, including compassion.",1,"If the goal is to own an original, how can a copy suffice? He is made whole by owning the authentic drawing.",,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802249.6257868,1,2
536,twkpm5yv,5d8a1d20d1afcb0019d7390b,0,36,36,welfare,Finished,2023-08-23 14:43:54.506349,1,,,0.0,1,true,false,1,1,1692801834.5969462,1692802786.0337188,high,0,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,536,,0.0,Chrome 116,1,3,1,2,1,,1,,1,NA,"{""history"":[""right:0"",""right:1"",""right:2""],""cutoff"":""right:3""}",,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1692802177.4415274,1692802219.3843307,1692802255.222104,1692802264.9185104,1692802295.7597992,1692802304.022044,,1,1,536,,0.0,,,,,,,,,,,,,,,"It matters whether Alex knows what he will be getting.  And it matters how much he will make due to the choice.  I tried to get him the most money, to a point where it didn't matter to him if the notes were good or fake.",0,"I prefer reality, even if the alternative reality is very pleasant and enjoyable.  I would rather be in the real world.",1,"He will always feel better for doing something that helps people.  If he really understands giving, anonymous giving is always the best.",1,"Because if he found out that he has a copy, it wouldn't seem as valuable to him. And there are ways to find out.",,,,,,,,One of the more irritating studies I have taken. Nothing really made any sense and this study was just everywhere.  I almost returned it a number of times.,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802444.006479,1,2
537,voc1toyy,5f3bc91327d97393a0c56178,0,36,36,welfare,Finished,2023-08-23 14:43:55.236711,1,,,0.0,1,,,1,1,1692801899.354533,1692803771.211929,middle,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,537,,0.0,Chrome 116,1,3,1,2,1,,2,,1,,,,,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1692803255.5712755,1692803285.6779153,1692803325.2801068,,,1692803345.892989,,1,1,537,,0.0,,,,,,,,,,,,,,,If he doesn't get told if its the original or fake ones then I don't care which ones he gets because he would still have doubts about if its real or not.,1,Because I would be able to experience a lot more things and as long as my brain believes it is real then it doesn't really matter. ,0,It makes him worse off financially because it is raising his taxes it doesn't matter if he would gladly contribute if he was told the reason.,0,They are not better off because they will never know which one is the original so they wouldn't be able to sell it for more. ,,,,,,,,,10,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692803419.0625393,1,2
538,5papkohc,5e55d9d5bcdb1e5f55cca145,0,36,36,welfare,Finished,2023-08-23 14:44:01.006898,1,,,0.0,1,true,false,0,1,1692801841.0991254,1692803135.39285,middle,0,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,538,,0.0,Chrome 111,1,3,1,2,1,,1,,1,NA,"{""history"":[""left:5""],""cutoff"":""left:6""}",,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692802296.7285564,1692802324.6266563,1692802340.9766328,1692802357.262643,1692802377.5330734,1692802383.5544195,,1,1,538,,0.0,,,,,,,,,,,,,,,"If the notes are literally indisnguishable, then if he's not being told which are fake it won't hurt his feelings if he gets the forgeries (in this case, unlike with say, US currency, there is also no problem of inflation (value of a given item being reduced by more copies of that item being out there,) since 1) books are not generally a medium of exchange anyway, and 2) books do not circulate...I assume that both Alex and the professors would keep their copies.) If we are telling him, then he might feel slighted if he gets the fakes. However, if we ""comp"" him via a large enough bonus, then he's likely to still feel like a winner overall, so in the case of a larger bonus, I thin it's fine to give him the fakes and tell him that we did so.",0,"Oh heck no! (Seriously, haven't yall seen The Matrix Triology??) I would worry about being locked in the experience and somebody using my body - not as a power source like in the Matrix, but for experiments and such - while I couldn't escape (since I wouldn't even realize it was a simulation, I wouldn't try and ""escape"" from what I assumed was actual reality.)",0,"Even though John would have been happy to contribute the money regardless, there is a different emotional and spiritual impact between writing a check to a charity out of love and one to the government because it's required by law. (Remembder, John doesn't know he is helping people with his 100 bucks extra tax..as far as he knows, he's just being assesed an extra tax by the IRS..at least, I would assume that, as the scenario said he didn't know about the floods or relief efforts.) So, taxing him and then using the revenue for relief deprives him of the wholesome feeling he'd get if somebody instead said ""hey, there's been some bad floods, do you want to contribute to relief efforts?"" and he gave the 100 dollars to a private relief group.",0,"They are neither better nor worse off. As far as everybody knows, every single drawing - including the original - is for all practical purposes now only worth 250 bucks...since nobody knows who has the actual original, and the scenario said there would be no way to find out.",,,,,,,,NA (nothing to add here),9,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692802596.2274137,1,2
