label,feedback,feedbackDifficulty,feedbackUnderstanding,feedbackSatisfied,feedbackPay
546e3778fdf99b2bc7ebcff6,Your instructions were clear. I am just kind of thick-headed! ,8.0,9.0,10.0,8.0
63d7ae296798556be9462358,It was well made and clear. Interesting thought experiments to boot.,10.0,10.0,10.0,10.0
57ac740478a38d00017cce22,No issues. ,9.0,10.0,9.0,10.0
6287a8c4a6303ff156cd0853,,10.0,10.0,10.0,10.0
6034badeb512f97ce3682dc7,,10.0,10.0,10.0,10.0
629531cb501e6d23d9797050,,9.0,9.0,10.0,9.0
610be0e8e3da02b00364c65c,,9.0,9.0,9.0,9.0
6392360efb6e254ffd31e722,,9.0,9.0,9.0,9.0
5edfbd316e98a72c5f5bdf16,,7.0,8.0,6.0,9.0
6431c58ce5be91cd5c2c5d8f,,9.0,10.0,9.0,9.0
5dd06a074ad3e2149c884661,"I didn't have any issues with the instructions, the written responses required a bit of time to think about the scenario, so maybe the pay should be bumped up a bit to reflect that.",10.0,10.0,8.0,7.0
5c6071a1e1df700001ca8bf1,,10.0,10.0,10.0,10.0
5dea9fb3cb53ca1cda9f6116,,9.0,9.0,9.0,10.0
6282575ebe32fdc6268babc8,I thought it was very clear.,10.0,10.0,9.0,9.0
5ab3fc4b5f01000001cb07e2,,9.0,10.0,9.0,9.0
60fc2ec58ad0da367daee3c1,"I think I understood the instructions ok, thanks for a unique study!",8.0,7.0,9.0,9.0
5c0fdcfd3481220001de3039,,10.0,10.0,10.0,10.0
5dc1d16946c7ba134f6626bc,,10.0,10.0,8.0,10.0
62fbeca46caf4abaaf74b5f1,,10.0,10.0,8.0,6.0
63461a2e4fbbd9b9d80197db,,9.0,10.0,9.0,8.0
5c91fc9c183fb70012f3510a,,8.0,9.0,8.0,10.0
5d8b32e664ac880018630273,,10.0,10.0,8.0,7.0
5c92aa671ce0cd00128c6c86,I thought the study was well written and I did not have any problems completing it. ,9.0,10.0,9.0,10.0
64abee38a80dfb5e45212487,,10.0,7.0,10.0,10.0
63d3fbf6aca63e00ed85d00a,,10.0,10.0,10.0,10.0
5a348ea750833c0001ee9550,,10.0,10.0,10.0,10.0
614dee533a453a96facba70b,,10.0,10.0,10.0,10.0
633b0a148c59e60d29652fda,I enjoyed the study as it had very different questions compared to most.,10.0,10.0,10.0,8.0
5941a894d304710001c3766b,,7.0,7.0,6.0,9.0
58064d91f25c440001678a10,No additional comments,10.0,10.0,5.0,3.0
63d408a690705bd9c54c50a6,,10.0,10.0,10.0,10.0
641adeb9f2a8a9f112571e78,"I actually have to give personal praise to the instructions! While I tend to think it's intentional, a lot of studies I've done have the most annoying, convoluted instructions for simple things. I have to sit there rereading 5 times even though the subject/task is not actually complicated. I sincerely appreciate someone avoiding that.",9.0,10.0,10.0,9.0
6388fe254da991e17e7535ed,,10.0,10.0,8.0,7.0
5be1ac50ca095c0001b9f717,,10.0,10.0,9.0,9.0
63ed04d2ce3b27bda2fbbb9c,Everything was fine.,10.0,10.0,10.0,10.0
5e9f2cd17c41440a2855a88e,,5.0,6.0,5.0,8.0
62e97dfea1a1ef00cb9f0b10,,10.0,10.0,10.0,9.0
5f39eb3c94f71318adf97910,"Everything went well, thanks!",10.0,10.0,10.0,10.0
5d47abcc2dc88900166f27c9,"Thanks for including me, this was a very thought provoking study about whether originals, duplications and real versus simulated matter.  I think in the end it does matter whether the item or experience is bona fide even if it is not distinguishable because there is a connection that is made.",10.0,10.0,10.0,10.0
602bff07a6fada440d3c4f6b,,10.0,9.0,9.0,8.0
565c6791c121fe0012fc3caf,The instructions were good and there was nothing confusing.,10.0,10.0,10.0,10.0
59aaf1705e7f4800010eeec7,,10.0,10.0,10.0,6.0
5b7e118e87d85f0001baac27,"I think I completely understood the instructions, however, the decisions were still a bit challenging, which I suppose was the point of the study. I found it very enjoyable to complete. ",9.0,9.0,10.0,10.0
612c365b952c2a5244a9bee6,The study was rather straightforward and easy to get through.,8.0,10.0,6.0,5.0
5e21e741f814784d3180f004,none,9.0,9.0,5.0,9.0
5c3f0f042455ae000154cee9,N/a,10.0,10.0,10.0,10.0
59528796a186be000114dc32,,9.0,9.0,8.0,9.0
63c1d184883ce15537788b40,,10.0,10.0,10.0,10.0
60a7be7c56ee5fe79719a01e,,10.0,10.0,9.0,10.0
5c9bc47135cde70001837b95,,10.0,10.0,9.0,10.0
5d54b73f1c1de70015d50959,Thank you,10.0,10.0,10.0,9.0
63d3fa0d6c990bc96e11becf,I have no feedback.,8.0,8.0,10.0,8.0
5b0c65c11e55760001b96e90,,10.0,10.0,10.0,6.0
5c27e76978fad500019328cc,,8.0,9.0,9.0,8.0
5d22782501a19000018ba634,Nothing to share.,10.0,10.0,9.0,9.0
5f35cd449bf003039842077f,,9.0,9.0,7.0,7.0
5e74508464051f3bc699a3ee,,9.0,9.0,2.0,9.0
598e325033481c000164d2aa,,10.0,10.0,10.0,10.0
5ecc6ffce3ca77849333e83e,Maybe the part that asks whether the person is better or worse off can be worded better.,7.0,7.0,8.0,9.0
